year,rank,title,artist,title_clean,artist_clean,primary_artist
2021,95,"""Single Saturday Night""",Cole Swindell,single saturday night,cole swindell,cole swindell
2021,96,"""Things a Man Oughta Know""",Lainey Wilson,things a man oughta know,lainey wilson,lainey wilson
2021,97,"""Throat Baby (Go Baby)""",BRS Kash,throat baby (go baby),brs kash,brs kash
2021,98,"""Tombstone""",Rod Wave,tombstone,rod wave,rod wave
2021,99,"""Drinkin' Beer. Talkin' God. Amen.""",Chase Rice featuring Florida Georgia Line,drinkin' beer. talkin' god. amen.,chase rice featuring florida georgia line,chase rice
2021,100,"""Todo de Ti""",Rauw Alejandro,todo de ti,rauw alejandro,rauw alejandro
2022,1,"""Heat Waves""",Glass Animals,heat waves,glass animals,glass animals
2022,2,"""As It Was""",Harry Styles,as it was,harry styles,harry styles
2022,3,"""Stay""",The Kid Laroi and Justin Bieber,stay,the kid laroi and justin bieber,the kid laroi and justin bieber
2022,4,"""Easy on Me""",Adele,easy on me,adele,adele
2022,5,"""Shivers""",Ed Sheeran,shivers,ed sheeran,ed sheeran
2022,6,"""First Class""",Jack Harlow,first class,jack harlow,jack harlow
2022,7,"""Big Energy""",Latto,big energy,latto,latto
2022,8,"""Ghost""",Justin Bieber,ghost,justin bieber,justin bieber
2022,9,"""Super Gremlin""",Kodak Black,super gremlin,kodak black,kodak black
2022,10,"""Cold Heart (Pnau Remix)""",Elton John and Dua Lipa,cold heart (pnau remix),elton john and dua lipa,elton john and dua lipa
2022,11,"""Wait for U""",Future featuring Drake and Tems,wait for u,future featuring drake and tems,future
2022,12,"""About Damn Time""",Lizzo,about damn time,lizzo,lizzo
2022,13,"""Bad Habits""",Ed Sheeran,bad habits,ed sheeran,ed sheeran
2022,14,"""Thats What I Want""",Lil Nas X,thats what i want,lil nas x,lil nas x
2022,15,"""Enemy""",Imagine Dragons and JID,enemy,imagine dragons and jid,imagine dragons and jid
2022,16,"""Industry Baby""",Lil Nas X and Jack Harlow,industry baby,lil nas x and jack harlow,lil nas x and jack harlow
2022,17,"""ABCDEFU""",Gayle,abcdefu,gayle,gayle
2022,18,"""Need to Know""",Doja Cat,need to know,doja cat,doja cat
2022,19,"""Wasted on You""",Morgan Wallen,wasted on you,morgan wallen,morgan wallen
2022,20,"""Me Porto Bonito""",Bad Bunny and Chencho Corleone,me porto bonito,bad bunny and chencho corleone,bad bunny and chencho corleone
2022,21,"""Woman""",Doja Cat,woman,doja cat,doja cat
2022,22,"""Tití Me Preguntó""",Bad Bunny,tití me preguntó,bad bunny,bad bunny
2022,23,"""Running Up That Hill (A Deal with God)""",Kate Bush,running up that hill (a deal with god),kate bush,kate bush
2022,24,"""We Don't Talk About Bruno""","Carolina Gaitán, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz and the Encanto cast",we don't talk about bruno,"carolina gaitán, mauro castillo, adassa, rhenzy feliz, diane guerrero, stephanie beatriz and the encanto cast","carolina gaitán, mauro castillo, adassa, rhenzy feliz, diane guerrero, stephanie beatriz and the encanto cast"
2022,25,"""Late Night Talking""",Harry Styles,late night talking,harry styles,harry styles
2022,26,"""I Like You (A Happier Song)""",Post Malone featuring Doja Cat,i like you (a happier song),post malone featuring doja cat,post malone
2022,27,"""You Proof""",Morgan Wallen,you proof,morgan wallen,morgan wallen
2022,28,"""Bad Habit""",Steve Lacy,bad habit,steve lacy,steve lacy
2022,29,"""Sunroof""",Nicky Youre and Dazy,sunroof,nicky youre and dazy,nicky youre and dazy
2022,30,"""One Right Now""",Post Malone and the Weeknd,one right now,post malone and the weeknd,post malone and the weeknd
2022,31,"""Good 4 U""",Olivia Rodrigo,good 4 u,olivia rodrigo,olivia rodrigo
2022,32,"""Numb Little Bug""",Em Beihold,numb little bug,em beihold,em beihold
2022,33,"""Jimmy Cooks""",Drake featuring 21 Savage,jimmy cooks,drake featuring 21 savage,drake
2022,34,"""'Til You Can't""",Cody Johnson,'til you can't,cody johnson,cody johnson
2022,35,"""Fancy Like""",Walker Hayes,fancy like,walker hayes,walker hayes
2022,36,"""The Kind of Love We Make""",Luke Combs,the kind of love we make,luke combs,luke combs
2022,37,"""I Ain't Worried""",OneRepublic,i ain't worried,onerepublic,onerepublic
2022,38,"""Break My Soul""",Beyoncé,break my soul,beyoncé,beyoncé
2022,39,"""Something in the Orange""",Zach Bryan,something in the orange,zach bryan,zach bryan
2022,40,"""Save Your Tears""",The Weeknd and Ariana Grande,save your tears,the weeknd and ariana grande,the weeknd and ariana grande
2022,41,"""Smokin out the Window""",Silk Sonic (Bruno Mars and Anderson .Paak),smokin out the window,silk sonic (bruno mars and anderson .paak),silk sonic (bruno mars and anderson .paak)
2022,42,"""Levitating""",Dua Lipa,levitating,dua lipa,dua lipa
2022,43,"""In a Minute""",Lil Baby,in a minute,lil baby,lil baby
2022,44,"""Moscow Mule""",Bad Bunny,moscow mule,bad bunny,bad bunny
2022,45,"""You Right""",Doja Cat and the Weeknd,you right,doja cat and the weeknd,doja cat and the weeknd
2022,46,"""She Had Me at Heads Carolina""",Cole Swindell,she had me at heads carolina,cole swindell,cole swindell
2022,47,"""Vegas""",Doja Cat,vegas,doja cat,doja cat
2022,48,"""Pushin P""",Gunna and Future featuring Young Thug,pushin p,gunna and future featuring young thug,gunna and future
2022,49,"""Buy Dirt""",Jordan Davis and Luke Bryan,buy dirt,jordan davis and luke bryan,jordan davis and luke bryan
2022,50,"""I Hate U""",SZA,i hate u,sza,sza
2022,51,"""Boyfriend""",Dove Cameron,boyfriend,dove cameron,dove cameron
2022,52,"""Glimpse of Us""",Joji,glimpse of us,joji,joji
2022,53,"""Surface Pressure""",Jessica Darrow,surface pressure,jessica darrow,jessica darrow
2022,54,"""Fall in Love""",Bailey Zimmerman,fall in love,bailey zimmerman,bailey zimmerman
2022,55,"""Love Nwantiti (Ah Ah Ah)""",CKay,love nwantiti (ah ah ah),ckay,ckay
2022,56,"""Super Freaky Girl""",Nicki Minaj,super freaky girl,nicki minaj,nicki minaj
2022,57,"""Hrs and Hrs""",Muni Long,hrs and hrs,muni long,muni long
2022,58,"""Sand in My Boots""",Morgan Wallen,sand in my boots,morgan wallen,morgan wallen
2022,59,"""Mamiii""",Becky G and Karol G,mamiii,becky g and karol g,becky g and karol g
2022,60,"""Knife Talk""",Drake featuring 21 Savage and Project Pat,knife talk,drake featuring 21 savage and project pat,drake
2022,61,"""AA""",Walker Hayes,aa,walker hayes,walker hayes
2022,62,"""Sweetest Pie""",Megan Thee Stallion and Dua Lipa,sweetest pie,megan thee stallion and dua lipa,megan thee stallion and dua lipa
2022,63,"""Provenza""",Karol G,provenza,karol g,karol g
2022,64,"""Essence""",Wizkid featuring Justin Bieber and Tems,essence,wizkid featuring justin bieber and tems,wizkid
2022,65,"""All I Want for Christmas Is You""",Mariah Carey,all i want for christmas is you,mariah carey,mariah carey
2022,66,"""Bam Bam""",Camila Cabello featuring Ed Sheeran,bam bam,camila cabello featuring ed sheeran,camila cabello
2022,67,"""5 Foot 9""",Tyler Hubbard,5 foot 9,tyler hubbard,tyler hubbard
2022,68,"""Get Into It (Yuh)""",Doja Cat,get into it (yuh),doja cat,doja cat
2022,69,"""Efecto""",Bad Bunny,efecto,bad bunny,bad bunny
2022,70,"""Rock and a Hard Place""",Bailey Zimmerman,rock and a hard place,bailey zimmerman,bailey zimmerman
2022,71,"""Doin' This""",Luke Combs,doin' this,luke combs,luke combs
2022,72,"""Oh My God""",Adele,oh my god,adele,adele
2022,73,"""Better Days""","Neiked, Mae Muller and Polo G",better days,"neiked, mae muller and polo g","neiked, mae muller and polo g"
2022,74,"""Meet Me at Our Spot""",The Anxiety: Willow and Tyler Cole,meet me at our spot,the anxiety: willow and tyler cole,the anxiety: willow and tyler cole
2022,75,"""Fingers Crossed""",Lauren Spencer-Smith,fingers crossed,lauren spencer-smith,lauren spencer-smith
2022,76,"""All Too Well (Taylor's Version)""",Taylor Swift,all too well (taylor's version),taylor swift,taylor swift
2022,77,"""Party""",Bad Bunny and Rauw Alejandro,party,bad bunny and rauw alejandro,bad bunny and rauw alejandro
2022,78,"""Después de la Playa""",Bad Bunny,después de la playa,bad bunny,bad bunny
2022,79,"""You Should Probably Leave""",Chris Stapleton,you should probably leave,chris stapleton,chris stapleton
2022,80,"""Rockin' Around the Christmas Tree""",Brenda Lee,rockin' around the christmas tree,brenda lee,brenda lee
2022,81,"""Broadway Girls""",Lil Durk featuring Morgan Wallen,broadway girls,lil durk featuring morgan wallen,lil durk
2022,82,"""Take My Name""",Parmalee,take my name,parmalee,parmalee
2022,83,"""What Happened to Virgil""",Lil Durk featuring Gunna,what happened to virgil,lil durk featuring gunna,lil durk
2022,84,"""Puffin on Zootiez""",Future,puffin on zootiez,future,future
2022,85,"""Like I Love Country Music""",Kane Brown,like i love country music,kane brown,kane brown
2022,86,"""Jingle Bell Rock""",Bobby Helms,jingle bell rock,bobby helms,bobby helms
2022,87,"""Ojitos Lindos""",Bad Bunny and Bomba Estéreo,ojitos lindos,bad bunny and bomba estéreo,bad bunny and bomba estéreo
2022,88,"""Trouble with a Heartbreak""",Jason Aldean,trouble with a heartbreak,jason aldean,jason aldean
2022,89,"""A Holly Jolly Christmas""",Burl Ives,a holly jolly christmas,burl ives,burl ives
2022,90,"""Kiss Me More""",Doja Cat featuring SZA,kiss me more,doja cat featuring sza,doja cat
2022,91,"""She Likes It""",Russell Dickerson featuring Jake Scott,she likes it,russell dickerson featuring jake scott,russell dickerson
2022,92,"""Never Say Never""",Cole Swindell and Lainey Wilson,never say never,cole swindell and lainey wilson,cole swindell and lainey wilson
2022,93,"""Damn Strait""",Scotty McCreery,damn strait,scotty mccreery,scotty mccreery
2022,94,"""She's All I Wanna Be""",Tate McRae,she's all i wanna be,tate mcrae,tate mcrae
2022,95,"""Last Night Lonely""",Jon Pardi,last night lonely,jon pardi,jon pardi
2022,96,"""Flower Shops""",Ernest featuring Morgan Wallen,flower shops,ernest featuring morgan wallen,ernest
2022,97,"""To the Moon""",Jnr Choi and Sam Tompkins,to the moon,jnr choi and sam tompkins,jnr choi and sam tompkins
2022,98,"""Unholy""",Sam Smith and Kim Petras,unholy,sam smith and kim petras,sam smith and kim petras
2022,99,"""One Mississippi""",Kane Brown,one mississippi,kane brown,kane brown
2022,100,"""Circles Around This Town""",Maren Morris,circles around this town,maren morris,maren morris
2023,1,"""Last Night""",Morgan Wallen,last night,morgan wallen,morgan wallen
2023,2,"""Flowers""",Miley Cyrus,flowers,miley cyrus,miley cyrus
2023,3,"""Kill Bill""",SZA,kill bill,sza,sza
2023,4,"""Anti-Hero""",Taylor Swift,anti-hero,taylor swift,taylor swift
2023,5,"""Creepin'""","Metro Boomin, the Weeknd and 21 Savage",creepin',"metro boomin, the weeknd and 21 savage","metro boomin, the weeknd and 21 savage"
2023,6,"""Calm Down""",Rema and Selena Gomez,calm down,rema and selena gomez,rema and selena gomez
2023,7,"""Die for You""",The Weeknd and Ariana Grande,die for you,the weeknd and ariana grande,the weeknd and ariana grande
2023,8,"""Fast Car""",Luke Combs,fast car,luke combs,luke combs
2023,9,"""Snooze""",SZA,snooze,sza,sza
2023,10,"""I'm Good (Blue)""",David Guetta and Bebe Rexha,i'm good (blue),david guetta and bebe rexha,david guetta and bebe rexha
2023,11,"""Unholy""",Sam Smith and Kim Petras,unholy,sam smith and kim petras,sam smith and kim petras
2023,12,"""You Proof""",Morgan Wallen,you proof,morgan wallen,morgan wallen
2023,13,"""Something in the Orange""",Zach Bryan,something in the orange,zach bryan,zach bryan
2023,14,"""Rich Flex""",Drake and 21 Savage,rich flex,drake and 21 savage,drake and 21 savage
2023,15,"""As It Was""",Harry Styles,as it was,harry styles,harry styles
2023,16,"""Rock and a Hard Place""",Bailey Zimmerman,rock and a hard place,bailey zimmerman,bailey zimmerman
2023,17,"""Under the Influence""",Chris Brown,under the influence,chris brown,chris brown
2023,18,"""Cruel Summer""",Taylor Swift,cruel summer,taylor swift,taylor swift
2023,19,"""Thinkin' Bout Me""",Morgan Wallen,thinkin' bout me,morgan wallen,morgan wallen
2023,20,"""Boy's a Liar Pt. 2""",PinkPantheress and Ice Spice,boy's a liar pt. 2,pinkpantheress and ice spice,pinkpantheress and ice spice
2023,21,"""Favorite Song""",Toosii,favorite song,toosii,toosii
2023,22,"""Thought You Should Know""",Morgan Wallen,thought you should know,morgan wallen,morgan wallen
2023,23,"""Thank God""",Kane Brown and Katelyn Brown,thank god,kane brown and katelyn brown,kane brown and katelyn brown
2023,24,"""Sure Thing""",Miguel,sure thing,miguel,miguel
2023,25,"""All My Life""",Lil Durk featuring J. Cole,all my life,lil durk featuring j. cole,lil durk
2023,26,"""Ella Baila Sola""",Eslabon Armado and Peso Pluma,ella baila sola,eslabon armado and peso pluma,eslabon armado and peso pluma
2023,27,"""Karma""",Taylor Swift featuring Ice Spice,karma,taylor swift featuring ice spice,taylor swi
2023,28,"""Just Wanna Rock""",Lil Uzi Vert,just wanna rock,lil uzi vert,lil uzi vert
2023,29,"""Cuff It""",Beyoncé,cuff it,beyoncé,beyoncé
2023,30,"""Vampire""",Olivia Rodrigo,vampire,olivia rodrigo,olivia rodrigo
2023,31,"""FukUMean""",Gunna,fukumean,gunna,gunna
2023,32,"""Lavender Haze""",Taylor Swift,lavender haze,taylor swift,taylor swift
2023,33,"""Players""",Coi Leray,players,coi leray,coi leray
2023,34,"""Need a Favor""",Jelly Roll,need a favor,jelly roll,jelly roll
2023,35,"""Dance the Night""",Dua Lipa,dance the night,dua lipa,dua lipa
2023,36,"""Love You Anyway""",Luke Combs,love you anyway,luke combs,luke combs
2023,37,"""One Thing at a Time""",Morgan Wallen,one thing at a time,morgan wallen,morgan wallen
2023,38,"""Superhero (Heroes & Villains)""","Metro Boomin, Future and Chris Brown",superhero (heroes & villains),"metro boomin, future and chris brown","metro boomin, future and chris brown"
2023,39,"""Bad Habit""",Steve Lacy,bad habit,steve lacy,steve lacy
2023,40,"""La Bebé""",Yng Lvcas and Peso Pluma,la bebé,yng lvcas and peso pluma,yng lvcas and peso pluma
2023,41,"""Golden Hour""",Jvke,golden hour,jvke,jvke
2023,42,"""Religiously""",Bailey Zimmerman,religiously,bailey zimmerman,bailey zimmerman
2023,43,"""Spin Bout U""",Drake and 21 Savage,spin bout u,drake and 21 savage,drake and 21 savage
2023,44,"""Cupid""",Fifty Fifty,cupid,fifty fifty,fifty fifty
2023,45,"""Search & Rescue""",Drake,search & rescue,drake,drake
2023,46,"""Barbie World""",Nicki Minaj and Ice Spice with Aqua,barbie world,nicki minaj and ice spice with aqua,nicki minaj and ice spice
2023,47,"""Next Thing You Know""",Jordan Davis,next thing you know,jordan davis,jordan davis
2023,48,"""Escapism""",Raye featuring 070 Shake,escapism,raye featuring 070 shake,raye
2023,49,"""Un x100to""",Grupo Frontera and Bad Bunny,un x100to,grupo frontera and bad bunny,grupo frontera and bad bunny
2023,50,"""Until I Found You""",Stephen Sanchez,until i found you,stephen sanchez,stephen sanchez
2023,51,"""Shirt""",SZA,shirt,sza,sza
2023,52,"""Paint the Town Red""",Doja Cat,paint the town red,doja cat,doja cat
2023,53,"""Made You Look""",Meghan Trainor,made you look,meghan trainor,meghan trainor
2023,54,"""Wait in the Truck""",Hardy featuring Lainey Wilson,wait in the truck,hardy featuring lainey wilson,hardy
2023,55,"""All I Want for Christmas Is You""",Mariah Carey,all i want for christmas is you,mariah carey,mariah carey
2023,56,"""Everything I Love""",Morgan Wallen,everything i love,morgan wallen,morgan wallen
2023,57,"""Chemical""",Post Malone,chemical,post malone,post malone
2023,58,"""Heart Like a Truck""",Lainey Wilson,heart like a truck,lainey wilson,lainey wilson
2023,59,"""Going, Going, Gone""",Luke Combs,"going, going, gone",luke combs,luke combs
2023,60,"""Rockin' Around the Christmas Tree""",Brenda Lee,rockin' around the christmas tree,brenda lee,brenda lee
2023,61,"""Dancin' in the Country""",Tyler Hubbard,dancin' in the country,tyler hubbard,tyler hubbard
2023,62,"""Daylight""",David Kushner,daylight,david kushner,david kushner
2023,63,"""Lift Me Up""",Rihanna,lift me up,rihanna,rihanna
2023,64,"""Eyes Closed""",Ed Sheeran,eyes closed,ed sheeran,ed sheeran
2023,65,"""TQG""",Karol G and Shakira,tqg,karol g and shakira,karol g and shakira
2023,66,"""Try That in a Small Town""",Jason Aldean,try that in a small town,jason aldean,jason aldean
2023,67,"""Tennessee Orange""",Megan Moroney,tennessee orange,megan moroney,megan moroney
2023,68,"""Jingle Bell Rock""",Bobby Helms,jingle bell rock,bobby helms,bobby helms
2023,69,"""Princess Diana""",Ice Spice and Nicki Minaj,princess diana,ice spice and nicki minaj,ice spice and nicki minaj
2023,70,"""Tomorrow 2""",GloRilla and Cardi B,tomorrow 2,glorilla and cardi b,glorilla and cardi b
2023,71,"""A Holly Jolly Christmas""",Burl Ives,a holly jolly christmas,burl ives,burl ives
2023,72,"""Where She Goes""",Bad Bunny,where she goes,bad bunny,bad bunny
2023,73,"""Bebe Dame""",Fuerza Regida and Grupo Frontera,bebe dame,fuerza regida and grupo frontera,fuerza regida and grupo frontera
2023,74,"""I Remember Everything""",Zach Bryan featuring Kacey Musgraves,i remember everything,zach bryan featuring kacey musgraves,zach bryan
2023,75,"""I Like You (A Happier Song)""",Post Malone featuring Doja Cat,i like you (a happier song),post malone featuring doja cat,post malone
2023,76,"""What It Is (Block Boy)""",Doechii featuring Kodak Black,what it is (block boy),doechii featuring kodak black,doechii
2023,77,"""Nobody Gets Me""",SZA,nobody gets me,sza,sza
2023,78,"""Rich Men North of Richmond""",Oliver Anthony Music,rich men north of richmond,oliver anthony music,oliver anthony music
2023,79,"""Super Freaky Girl""",Nicki Minaj,super freaky girl,nicki minaj,nicki minaj
2023,80,"""Dial Drunk""",Noah Kahan and Post Malone,dial drunk,noah kahan and post malone,noah kahan and post malone
2023,81,"""What Was I Made For?""",Billie Eilish,what was i made for?,billie eilish,billie eilish
2023,82,"""Seven""",Jung Kook featuring Latto,seven,jung kook featuring latto,jung kook
2023,83,"""Wait for U""",Future featuring Drake and Tems,wait for u,future featuring drake and tems,future
2023,84,"""Last Christmas""",Wham!,last christmas,wham!,wham!
2023,85,"""Handle on You""",Parker McCollum,handle on you,parker mccollum,parker mccollum
2023,86,"""Por Las Noches""",Peso Pluma,por las noches,peso pluma,peso pluma
2023,87,"""Memory Lane""",Old Dominion,memory lane,old dominion,old dominion
2023,88,"""Area Codes""",Kaliii,area codes,kaliii,kaliii
2023,89,"""Bury Me in Georgia""",Kane Brown,bury me in georgia,kane brown,kane brown
2023,90,"""PRC""",Peso Pluma and Natanael Cano,prc,peso pluma and natanael cano,peso pluma and natanael cano
2023,91,"""What My World Spins Around""",Jordan Davis,what my world spins around,jordan davis,jordan davis
2023,92,"""Ain't That Some""",Morgan Wallen,ain't that some,morgan wallen,morgan wallen
2023,93,"""Wild as Her""",Corey Kent,wild as her,corey kent,corey kent
2023,94,"""Peaches & Eggplants""",Young Nudy featuring 21 Savage,peaches & eggplants,young nudy featuring 21 savage,young nudy
2023,95,"""I Wrote the Book""",Morgan Wallen,i wrote the book,morgan wallen,morgan wallen
2023,96,"""Bzrp Music Sessions, Vol. 53""",Bizarrap and Shakira,"bzrp music sessions, vol. 53",bizarrap and shakira,bizarrap and shakira
2023,97,"""Meltdown""",Travis Scott featuring Drake,meltdown,travis scott featuring drake,travis scott
2023,98,"""Put It on da Floor Again""",Latto featuring Cardi B,put it on da floor again,latto featuring cardi b,latto
2023,99,"""Bloody Mary""",Lady Gaga,bloody mary,lady gaga,lady gaga
2023,100,"""Watermelon Moonshine""",Lainey Wilson,watermelon moonshine,lainey wilson,lainey wilson
2024,1,"""Lose Control""",Teddy Swims,lose control,teddy swims,teddy swims
2024,2,"""A Bar Song (Tipsy)""",Shaboozey,a bar song (tipsy),shaboozey,shaboozey
2024,3,"""Beautiful Things""",Benson Boone,beautiful things,benson boone,benson boone
2024,4,"""I Had Some Help""",Post Malone featuring Morgan Wallen,i had some help,post malone featuring morgan wallen,post malone
2024,5,"""Lovin on Me""",Jack Harlow,lovin on me,jack harlow,jack harlow
2024,6,"""Not Like Us""",Kendrick Lamar,not like us,kendrick lamar,kendrick lamar
2024,7,"""Espresso""",Sabrina Carpenter,espresso,sabrina carpenter,sabrina carpenter
2024,8,"""Million Dollar Baby""",Tommy Richman,million dollar baby,tommy richman,tommy richman
2024,9,"""I Remember Everything""",Zach Bryan featuring Kacey Musgraves,i remember everything,zach bryan featuring kacey musgraves,zach bryan
2024,10,"""Too Sweet""",Hozier,too sweet,hozier,hozier
2024,11,"""Stick Season""",Noah Kahan,stick season,noah kahan,noah kahan
2024,12,"""Cruel Summer""",Taylor Swift,cruel summer,taylor swift,taylor swift
2024,13,"""Greedy""",Tate McRae,greedy,tate mcrae,tate mcrae
2024,14,"""Like That""","Future, Metro Boomin and Kendrick Lamar",like that,"future, metro boomin and kendrick lamar","future, metro boomin and kendrick lamar"
2024,15,"""Birds of a Feather""",Billie Eilish,birds of a feather,billie eilish,billie eilish
2024,16,"""Please Please Please""",Sabrina Carpenter,please please please,sabrina carpenter,sabrina carpenter
2024,17,"""Agora Hills""",Doja Cat,agora hills,doja cat,doja cat
2024,18,"""Good Luck, Babe!""",Chappell Roan,"good luck, babe!",chappell roan,chappell roan
2024,19,"""Saturn""",SZA,saturn,sza,sza
2024,20,"""Snooze""",SZA,snooze,sza,sza
2024,21,"""Paint the Town Red""",Doja Cat,paint the town red,doja cat,doja cat
2024,22,"""Fortnight""",Taylor Swift featuring Post Malone,fortnight,taylor swift featuring post malone,taylor swi
2024,23,"""Fast Car""",Luke Combs,fast car,luke combs,luke combs
2024,24,"""Water""",Tyla,water,tyla,tyla
2024,25,"""Feather""",Sabrina Carpenter,feather,sabrina carpenter,sabrina carpenter
2024,26,"""We Can't Be Friends (Wait for Your Love)""",Ariana Grande,we can't be friends (wait for your love),ariana grande,ariana grande
2024,27,"""Austin""",Dasha,austin,dasha,dasha
2024,28,"""Last Night""",Morgan Wallen,last night,morgan wallen,morgan wallen
2024,29,"""Cowgirls""",Morgan Wallen featuring Ernest,cowgirls,morgan wallen featuring ernest,morgan wallen
2024,30,"""Pink Skies""",Zach Bryan,pink skies,zach bryan,zach bryan
2024,31,"""Thinkin' Bout Me""",Morgan Wallen,thinkin' bout me,morgan wallen,morgan wallen
2024,32,"""Texas Hold 'Em""",Beyoncé,texas hold 'em,beyoncé,beyoncé
2024,33,"""Is It Over Now?""",Taylor Swift,is it over now?,taylor swift,taylor swift
2024,34,"""Miles on It""",Marshmello and Kane Brown,miles on it,marshmello and kane brown,marshmello and kane brown
2024,35,"""I Can Do It with a Broken Heart""",Taylor Swift,i can do it with a broken heart,taylor swift,taylor swift
2024,36,"""Wild Ones""",Jessie Murph and Jelly Roll,wild ones,jessie murph and jelly roll,jessie murph and jelly roll
2024,37,"""Ain't No Love in Oklahoma""",Luke Combs,ain't no love in oklahoma,luke combs,luke combs
2024,38,"""Carnival""",¥$ (Kanye West and Ty Dolla Sign) featuring Rich the Kid and Playboi Carti,carnival,¥$ (kanye west and ty dolla sign) featuring rich the kid and playboi carti,¥$ (kanye west and ty dolla sign)
2024,39,"""Houdini""",Eminem,houdini,eminem,eminem
2024,40,"""Wanna Be""",GloRilla and Megan Thee Stallion,wanna be,glorilla and megan thee stallion,glorilla and megan thee stallion
2024,41,"""Slow It Down""",Benson Boone,slow it down,benson boone,benson boone
2024,42,"""Redrum""",21 Savage,redrum,21 savage,21 savage
2024,43,"""Houdini""",Dua Lipa,houdini,dua lipa,dua lipa
2024,44,"""Yeah Glo!""",GloRilla,yeah glo!,glorilla,glorilla
2024,45,"""Rich Baby Daddy""",Drake featuring Sexyy Red and SZA,rich baby daddy,drake featuring sexyy red and sza,drake
2024,46,"""What Was I Made For?""",Billie Eilish,what was i made for?,billie eilish,billie eilish
2024,47,"""End of Beginning""",Djo,end of beginning,djo,djo
2024,48,"""Lunch""",Billie Eilish,lunch,billie eilish,billie eilish
2024,49,"""Never Lose Me""",Flo Milli,never lose me,flo milli,flo milli
2024,50,"""Lies Lies Lies""",Morgan Wallen,lies lies lies,morgan wallen,morgan wallen
2024,51,"""Type Shit""","Future, Metro Boomin, Travis Scott, and Playboi Carti",type shit,"future, metro boomin, travis scott, and playboi carti","future, metro boomin, travis scott, and playboi carti"
2024,52,"""Gata Only""",FloyyMenor and Cris MJ,gata only,floyymenor and cris mj,floyymenor and cris mj
2024,53,"""Hot to Go!""",Chappell Roan,hot to go!,chappell roan,chappell roan
2024,54,"""All I Want for Christmas Is You""",Mariah Carey,all i want for christmas is you,mariah carey,mariah carey
2024,55,"""Get It Sexyy""",Sexyy Red,get it sexyy,sexyy red,sexyy red
2024,56,"""Made for Me""",Muni Long,made for me,muni long,muni long
2024,57,"""Vampire""",Olivia Rodrigo,vampire,olivia rodrigo,olivia rodrigo
2024,58,"""Whatever She Wants""",Bryson Tiller,whatever she wants,bryson tiller,bryson tiller
2024,59,"""Rockin' Around the Christmas Tree""",Brenda Lee,rockin' around the christmas tree,brenda lee,brenda lee
2024,60,"""Pretty Little Poison""",Warren Zeiders,pretty little poison,warren zeiders,warren zeiders
2024,61,"""First Person Shooter""",Drake featuring J. Cole,first person shooter,drake featuring j. cole,drake
2024,62,"""Die with a Smile""",Lady Gaga and Bruno Mars,die with a smile,lady gaga and bruno mars,lady gaga and bruno mars
2024,63,"""I Like the Way You Kiss Me""",Artemas,i like the way you kiss me,artemas,artemas
2024,64,"""Need a Favor""",Jelly Roll,need a favor,jelly roll,jelly roll
2024,65,"""Save Me""",Jelly Roll featuring Lainey Wilson,save me,jelly roll featuring lainey wilson,jelly roll
2024,66,"""Euphoria""",Kendrick Lamar,euphoria,kendrick lamar,kendrick lamar
2024,67,"""Truck Bed""",Hardy,truck bed,hardy,hardy
2024,68,"""Jingle Bell Rock""",Bobby Helms,jingle bell rock,bobby helms,bobby helms
2024,69,"""Flowers""",Miley Cyrus,flowers,miley cyrus,miley cyrus
2024,70,"""Where the Wild Things Are""",Luke Combs,where the wild things are,luke combs,luke combs
2024,71,"""Everybody""",Nicki Minaj featuring Lil Uzi Vert,everybody,nicki minaj featuring lil uzi vert,nicki minaj
2024,72,"""La Diabla""",Xavi,la diabla,xavi,xavi
2024,73,"""Stargazing""",Myles Smith,stargazing,myles smith,myles smith
2024,74,"""Last Christmas""",Wham!,last christmas,wham!,wham!
2024,75,"""I Am Not Okay""",Jelly Roll,i am not okay,jelly roll,jelly roll
2024,76,"""Pour Me a Drink""",Post Malone featuring Blake Shelton,pour me a drink,post malone featuring blake shelton,post malone
2024,77,"""White Horse""",Chris Stapleton,white horse,chris stapleton,chris stapleton
2024,78,"""Lil Boo Thang""",Paul Russell,lil boo thang,paul russell,paul russell
2024,79,"""Good Good""","Usher, Summer Walker and 21 Savage",good good,"usher, summer walker and 21 savage","usher, summer walker and 21 savage"
2024,80,"""Act II: Date @ 8""",4Batz and Drake,act ii: date @ 8,4batz and drake,4batz and drake
2024,81,"""High Road""",Koe Wetzel featuring Jessie Murph,high road,koe wetzel featuring jessie murph,koe wetzel
2024,82,"""Monaco""",Bad Bunny,monaco,bad bunny,bad bunny
2024,83,"""IDGAF""",Drake featuring Yeat,idgaf,drake featuring yeat,drake
2024,84,"""Burn It Down""",Parker McCollum,burn it down,parker mccollum,parker mccollum
2024,85,"""FukUMean""",Gunna,fukumean,gunna,gunna
2024,86,"""Taste""",Sabrina Carpenter,taste,sabrina carpenter,sabrina carpenter
2024,87,"""Where It Ends""",Bailey Zimmerman,where it ends,bailey zimmerman,bailey zimmerman
2024,88,"""FTCU""",Nicki Minaj,ftcu,nicki minaj,nicki minaj
2024,89,"""Wildflower""",Billie Eilish,wildflower,billie eilish,billie eilish
